AE_CODE,DT_DEBUT,ADRS_ETAB,NS_ETAB_ID,DGSP_CODE,DT_FIN,NOM_ETAB,TELEPHONE_ETAB,PROV_ETAB,DGSP_OBJ_ID,URL_ETAB,FOR_OBJ_ID,NUMERO_FASE_ETAB,AE_NOM,_version_,TE_INTITULE,RESEAU,CP_LOC_COM_ETAB,id,CO_ANNEE_ETUDES,NS_SA_ID
1 D2 3 G,2014-09-01,Rue de la Station 2 ,2738,1 D2 G,9999-12-31,INSTITUT SAINTE-ANNE,061-31 12 18,LUXEMBOURG,49,,39,2738,Type 1 deuxième degré troisième général transition,"1,73316666926563E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6820 - FLORENVILLE - FLORENVILLE,188681,1 D2 3 G,188681
1 D2 3 G,2014-09-01,Faubourg d'Arival 48 ,2756,1 D2 G,9999-12-31,ATHENEE ROYAL NESTOR OUTER,063-57 73 30,LUXEMBOURG,49,,39,2756,Type 1 deuxième degré troisième général transition,"1,73316666926983E+018",LANGUE MODERNE II ALLEMAND,WBE,6760 - VIRTON - VIRTON,2728,1 D2 3 G,2728
1 D2 3 G,2014-09-01,Rue Chanoine Crousse 1 ,2757,1 D2 G,9999-12-31,Collège Notre-Dame du Bonlieu,063-58 86 30,LUXEMBOURG,49,,39,2757,Type 1 deuxième degré troisième général transition,"1,73316666927402E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6760 - VIRTON - VIRTON,188809,1 D2 3 G,188809
1 D2 3 P,2014-09-01,Rue de Montmédy 2 ,2758,1 D2 P,9999-12-31,Institut de la Sainte Famille I.S.F.,063-58 88 60,LUXEMBOURG,50,,42,2758,Type 1 deuxième degré troisième professionnel qualification,"1,73316666927717E+018",CUISINE ET SALLE,Libre confessionnel,6760 - VIRTON - VIRTON,188737,1 D2 3 P,188737
1 D2 3 P,2014-09-01,Rue d'Arlon 112 ,2762,1 D2 P,9999-12-31,INSTITUT DES ARTS ET METIERS,063-58 89 20,LUXEMBOURG,50,,42,2762,Type 1 deuxième degré troisième professionnel qualification,"1,73316666928136E+018",ELECTRICITE,Libre confessionnel,6760 - VIRTON - VIRTON,188766,1 D2 3 P,188766
1 D2 3 G,2014-09-01,Rue de Luxembourg 2 ,2777,1 D2 G,9999-12-31,COMMUNAUTE SCOLAIRE SAINT-BENOIT 2E ET 3E DEGRES,063-42 22 27,LUXEMBOURG,49,,39,2777,Type 1 deuxième degré troisième général transition,"1,7331666692887E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,6720 - HABAY - HABAY-LA-NEUVE,188701,1 D2 3 G,188701
1 D2 3 G,2014-09-01,Rue de Maredsous 12 ,2787,1 D2 G,9999-12-31,COLLEGE SAINT-BENOIT DE MAREDSOUS,082-69 82 05,NAMUR,49,,39,2787,Type 1 deuxième degré troisième général transition,"1,73316666929394E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5537 - ANHEE - DENEE,189342,1 D2 3 G,189342
1 D2 3 G,2014-09-01,Rue de Dinant 23 ,2792,1 D2 G,9999-12-31,ATHENEE ROYAL NORBERT COLLARD,082-71 13 02,NAMUR,49,,39,2792,Type 1 deuxième degré troisième général transition,"1,73316666929499E+018",LANGUE MODERNE II ANGLAIS,WBE,5570 - BEAURAING - BEAURAING,1281,1 D2 3 G,1281
1 D2 3 G,2014-09-01,Rue de Givet 21 ,2793,1 D2 G,9999-12-31,INSTITUT NOTRE-DAME,082-71 02 20,NAMUR,49,,39,2793,Type 1 deuxième degré troisième général transition,"1,73316666929814E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5570 - BEAURAING - BEAURAING,188835,1 D2 3 G,188835
1 D2 3 G,2014-09-01,Rue de Rochefort 92 ,2794,1 D2 G,9999-12-31,Institut Notre-Dame du Sacré-Coeur,082-71 17 97,NAMUR,49,,39,2794,Type 1 deuxième degré troisième général transition,"1,73316666930758E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5570 - BEAURAING - BEAURAING,188888,1 D2 3 G,188888
1 D2 3 G,2014-09-01,Square Omer Bertrand 1 ,2805,1 D2 G,9999-12-31,ATHENEE ROYAL DU CONDROZ JULES DELOT,083-21 15 12,NAMUR,49,,39,2805,Type 1 deuxième degré troisième général transition,"1,73316666933799E+018",LANGUE MODERNE II ANGLAIS,WBE,5590 - CINEY - CINEY,1234,1 D2 3 G,1234
1 D2 3 P,2014-09-01,Rue Saint-Quentin 14 ,2806,1 D2 P,9999-12-31,Ecole provinciale d'agronomie et des sciences de Ciney,081-77 67 90,NAMUR,50,,42,2806,Type 1 deuxième degré troisième professionnel qualification,"1,73316666934218E+018",AGRICULTURE ET MAINTENANCE DE MATERIEL,Subventionné provincial,5590 - CINEY - CINEY,188931,1 D2 3 P,188931
1 D2 3 G,2014-09-01,Rue Saint-Hubert 14 16 ,2807,1 D2 G,9999-12-31,INSTITUT SAINT-JOSEPH - ENSEIGNEMENT GENERAL,083-23 21 50,NAMUR,49,,39,2807,Type 1 deuxième degré troisième général transition,"1,73316666934847E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5590 - CINEY - CINEY,189003,1 D2 3 G,189003
1 D2 3 P,2014-09-01,Rue Piconette 1 ,2808,1 D2 P,9999-12-31,INSTITUT DE LA PROVIDENCE,083-23 43 80,NAMUR,50,,42,2808,Type 1 deuxième degré troisième professionnel qualification,"1,73316666935267E+018",CUISINE ET SALLE,Libre confessionnel,5590 - CINEY - CINEY,188964,1 D2 3 P,188964
1 D2 3 P,2014-09-01,Rue Saint-Hubert 14 16 ,2809,1 D2 P,9999-12-31,INSTITUT SAINT-JOSEPH - ENSEIGNEMENT TECHNIQUE,083-23 21 60,NAMUR,50,,42,2809,Type 1 deuxième degré troisième professionnel qualification,"1,73316666935581E+018",ELECTRICITE,Libre confessionnel,5590 - CINEY - CINEY,189027,1 D2 3 P,189027
1 D2 3 G,2014-09-01,Rue de Bonsecours 2 ,2824,1 D2 G,9999-12-31,COLLEGE NOTRE-DAME,082-22 32 52,NAMUR,49,,39,2824,Type 1 deuxième degré troisième général transition,"1,73316666936001E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5500 - DINANT - DINANT,189096,1 D2 3 G,189096
1 D2 3 P,2014-09-01,Rue de Londres 15 ,2826,1 D2 P,9999-12-31,Athénée royal Dinant-Herbuchenne,082-22 25 65,BRUXELLES-CAPITALE,50,,42,2826,Type 1 deuxième degré troisième professionnel qualification,"1,73316666937049E+018",MECANIQUE GARAGE,WBE,1050 - IXELLES - IXELLES,674,1 D2 3 P,674
1 D2 3 G,2014-09-01,Rue Jacquet 102 ,2865,1 D2 G,9999-12-31,ATHENEE ROYAL ROCHEFORT-JEMELLE,084-34 09 10,NAMUR,49,,39,2865,Type 1 deuxième degré troisième général transition,"1,73316666937888E+018",LANGUE MODERNE II ANGLAIS,WBE,5580 - ROCHEFORT - ROCHEFORT,306,1 D2 3 G,306
1 D2 3 G,2014-09-01,Rue de la Sauvenière 7 ,2866,1 D2 G,9999-12-31,INSTITUT JEAN XXIII,084-21 13 45,NAMUR,49,,39,2866,Type 1 deuxième degré troisième général transition,"1,73316666938622E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5580 - ROCHEFORT - ROCHEFORT,189247,1 D2 3 G,189247
1 D2 3 G,2014-09-01,Carrefour de l'Europe 3 ,2880,1 D2 G,9999-12-31,COLLEGE DE GODINNE-BURNOT D2-D3,082-61 04 00,NAMUR,49,,39,2880,Type 1 deuxième degré troisième général transition,"1,73316666938937E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5530 - YVOIR - GODINNE,189214,1 D2 3 G,189214
1 D2 3 G,2014-09-01,Rue Adeline Henin 4 ,2894,1 D2 G,9999-12-31,ATHENEE ROYAL JEAN TOUSSEUL,085-27 87 70,NAMUR,49,,39,2894,Type 1 deuxième degré troisième général transition,"1,73316666939251E+018",LANGUE MODERNE II ANGLAIS,WBE,5300 - ANDENNE - ANDENNE,1375,1 D2 3 G,1375
1 D2 3 P,2014-09-01,Rue François Jassogne 2 A ,2895,1 D2 P,9999-12-31,INSTITUT PROVINCIAL ENSEIGNEMENT SECONDAIRE,081-77 68 06,NAMUR,50,,42,2895,Type 1 deuxième degré troisième professionnel qualification,"1,7331666693988E+018",SERVICES SOCIAUX,Subventionné provincial,5300 - ANDENNE - SEILLES,189308,1 D2 3 P,189308
1 D2 3 G,2014-09-01,Place du Chapitre 12 ,2896,1 D2 G,9999-12-31,INSTITUT SAINTE-BEGGE,085-84 14 70,NAMUR,49,,39,2896,Type 1 deuxième degré troisième général transition,"1,73316666940614E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5300 - ANDENNE - ANDENNE,189269,1 D2 3 G,189269
1 D2 3 G,2014-09-01,Rue du Collège 4 ,2915,1 D2 G,9999-12-31,COLLEGE ABBE NOEL,081-81 02 10,NAMUR,49,,39,2915,Type 1 deuxième degré troisième général transition,"1,73316666941348E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5310 - EGHEZEE - EGHEZEE,189355,1 D2 3 G,189355
1 D2 3 G,2014-09-01,Rue du Séminaire 7 ,2920,1 D2 G,9999-12-31,SEMINAIRE DE FLOREFFE,081-44 71 40,NAMUR,49,,39,2920,Type 1 deuxième degré troisième général transition,"1,73316666941663E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5150 - FLOREFFE - FLOREFFE,189384,1 D2 3 G,189384
1 D2 3 G,2014-09-01,Rue de Géronsart 150 ,2965,1 D2 G,9999-12-31,ATHENEE ROYAL DE JAMBES,081-33 16 20,NAMUR,49,,39,2965,Type 1 deuxième degré troisième général transition,"1,73316666942082E+018",LANGUE MODERNE II ANGLAIS,WBE,5100 - NAMUR - JAMBES,2659,1 D2 3 G,2659
1 D2 3 TQ,2014-09-01,Chaussée de Liège 246 ,2967,1 D2 TQ,9999-12-31,INSTITUT SAINTE-MARIE (D2-D3),081-30 13 30,NAMUR,51,,40,2967,Type 1 deuxième degré troisième technique qualification,"1,73316666942607E+018",MICROTECHNIQUE,Libre confessionnel,5100 - NAMUR - JAMBES,189478,1 D2 3 TQ,189478
1 D2 3 G,2014-09-01,Chaussée de Liège 246 ,2968,1 D2 G,9999-12-31,INSTITUT SAINTE MARIE,081-30 13 30,NAMUR,49,,39,2968,Type 1 deuxième degré troisième général transition,"1,73316666942921E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5100 - NAMUR - JAMBES,189499,1 D2 3 G,189499
1 D2 3 P,2014-09-01,Rue Mazy 20 ,2969,1 D2 P,9999-12-31,INSTITUT SAINT-JOSEPH,081-32 04 70,NAMUR,50,,42,2969,Type 1 deuxième degré troisième professionnel qualification,"1,73316666943341E+018",VENTE,Libre confessionnel,5100 - NAMUR - JAMBES,189636,1 D2 3 P,189636
1 D2 3 TQ,2014-09-01,Rue de la Pépinière 101 ,2973,1 D2 TQ,9999-12-31,COLLEGE SAINT-SERVAIS,081-72 90 11,NAMUR,51,,40,2973,Type 1 deuxième degré troisième technique qualification,"1,73316666943655E+018",GESTION,Libre confessionnel,5002 - NAMUR - SAINT-SERVAIS,189564,1 D2 3 TQ,189564
1 D2 3 P,2014-09-01,Rue Florent Dethier 31 ,2974,1 D2 P,9999-12-31,ECOLE PROFESSIONNELLE,081-72 90 11,NAMUR,50,,42,2974,Type 1 deuxième degré troisième professionnel qualification,"1,7331666694397E+018",ELECTRICITE,Libre confessionnel,5002 - NAMUR - SAINT-SERVAIS,189595,1 D2 3 P,189595
1 D2 3 G,2014-09-01,Pl Notre-Dame de la Paix 5 ,2977,1 D2 G,9999-12-31,COLLEGE NOTRE-DAME DE LA PAIX,081-30 19 61,NAMUR,49,,39,2977,Type 1 deuxième degré troisième général transition,"1,73316666945018E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5101 - NAMUR - ERPENT,189852,1 D2 3 G,189852
1 D2 3 G,2014-09-01,Fond de Malonne 129 ,2980,1 D2 G,9999-12-31,INSTITUT SAINT-BERTHUIN,081-44 72 30,NAMUR,49,,39,2980,Type 1 deuxième degré troisième général transition,"1,73316666945438E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5020 - NAMUR - MALONNE,189538,1 D2 3 G,189538
1 D2 3 G,2014-09-01,Rue Pepin 7 ,2989,1 D2 G,9999-12-31,INSTITUT SAINT-LOUIS,081-25 61 80,NAMUR,49,,39,2989,Type 1 deuxième degré troisième général transition,"1,73316666945647E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5000 - NAMUR - NAMUR,189828,1 D2 3 G,189828
1 D2 3 G,2014-09-01,Rue du Lombard 41 ,2991,1 D2 G,9999-12-31,Etablissement des Soeurs de Notre-Dame,081-25 50 10,NAMUR,49,,39,2991,Type 1 deuxième degré troisième général transition,"1,73316666945962E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5000 - NAMUR - NAMUR,189884,1 D2 3 G,189884
1 D2 3 G,2014-09-01,Rue du Président 28 ,2992,1 D2 G,9999-12-31,COMMUNAUTE SCOLAIRE SAINTE-MARIE,081-22 92 04,NAMUR,49,,39,2992,Type 1 deuxième degré troisième général transition,"1,73316666946277E+018",LANGUE MODERNE II ANGLAIS,Libre confessionnel,5000 - NAMUR - NAMUR,189908,1 D2 3 G,189908
1 D2 3 P,2014-09-01,Rue du Quatrième Génie 2 ,2998,1 D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE FELICIEN ROPS,081-25 76 00,NAMUR,50,,42,2998,Type 1 deuxième degré troisième professionnel qualification,"1,73316666946591E+018",ARTS APPLIQUES,WBE,5000 - NAMUR - NAMUR,1603,1 D2 3 P,1603
1 D2 3 P,2014-09-01,Rue Asty-Moulin 60 ,2999,1 D2 P,9999-12-31,INSTITUT TECHNIQUE,081-72 90 11,NAMUR,50,,42,2999,Type 1 deuxième degré troisième professionnel qualification,"1,7331666694722E+018",BOULANGERIE-PATISSERIE,Libre confessionnel,5000 - NAMUR - NAMUR,189670,1 D2 3 P,189670
1 D2 3 G,2014-09-01,Rue de Bruxelles 78 ,3001,1 D2 G,9999-12-31,INSTITUT SAINTE-URSULE,081-25 10 50,NAMUR,49,,39,3001,Type 1 deuxième degré troisième général transition,"1,7331666694743E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5000 - NAMUR - NAMUR,189740,1 D2 3 G,189740
1 D2 3 P,2014-09-01,Rue des Carmes 12 ,3002,1 D2 P,9999-12-31,INSTITUT ILON SAINT-JACQUES,081-25 37 81,NAMUR,50,,42,3002,Type 1 deuxième degré troisième professionnel qualification,"1,73316666948164E+018",CUISINE ET SALLE,Libre confessionnel,5000 - NAMUR - NAMUR,189792,1 D2 3 P,189792
1 D2 3 P,2014-09-01,Rue Julie Billiart 19 ,3003,1 D2 P,9999-12-31,Institut Notre-Dame,081-25 51 30,NAMUR,50,,42,3003,Type 1 deuxième degré troisième professionnel qualification,"1,73316666948269E+018",SERVICES SOCIAUX,Libre confessionnel,5000 - NAMUR - NAMUR,189811,1 D2 3 P,189811
R D2 3 P,2014-09-01,Chaussée de Nivelles 204 ,3005,R D2 P,9999-12-31,INSTITUT DES TECHNIQUES ET DES COMMERCES AGRO-ALIMENTAIRES,081-56 90 64,NAMUR,53,,42,3005,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666948479E+018",BOUCHERIE-CHARCUTERIE,WBE,5020 - NAMUR - SUARLEE,1670,R D2 3 P,1670
1 D2 3 P,2014-09-01,Chaussée de Louvain 92 ,3007,1 D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE HENRI MAUS,081-25 50 85,NAMUR,50,,42,3007,Type 1 deuxième degré troisième professionnel qualification,"1,73316666949003E+018",MECANIQUE GARAGE,WBE,5310 - EGHEZEE - EGHEZEE,983,1 D2 3 P,983
1 D2 3 TQ,2014-09-01,Avenue de l'Ermitage 7 ,3008,1 D2 TQ,9999-12-31,ECOLE HOTELIERE PROVINCIALE DE NAMUR,081-77 68 34,NAMUR,51,,40,3008,Type 1 deuxième degré troisième technique qualification,"1,73316666949422E+018",RESTAURATION,Subventionné provincial,5000 - NAMUR - NAMUR,189930,1 D2 3 TQ,189930
1 D2 3 G,2015-09-01,Rue de la Montagne 43A ,3010,1 D2 G,9999-12-31,"INSTITUT D'ENSEIGNEMENT DES ARTS, TECHNIQUES, SCIENCES ET ARTISANAT - I.A.T.A.",081-25 60 60,NAMUR,49,,39,3010,Type 1 deuxième degré troisième général transition,"1,73316666949527E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5000 - NAMUR - NAMUR,189687,1 D2 3 G,189687
1 D2 3 G,2014-09-01,Place du Couvent 3 ,3020,1 D2 G,9999-12-31,INSTITUT DE LA PROVIDENCE,081-20 85 00,NAMUR,49,,39,3020,Type 1 deuxième degré troisième général transition,"1,73316666950471E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5020 - NAMUR - CHAMPION,189459,1 D2 3 G,189459
1 D2 3 G,2014-09-01,Avenue Président Roosevelt 57 ,3047,1 D2 G,9999-12-31,ATHENEE ROYAL TAMINES,071-26 04 60,NAMUR,49,,39,3047,Type 1 deuxième degré troisième général transition,"1,73316666950681E+018",LANGUE MODERNE II ANGLAIS,WBE,5060 - SAMBREVILLE - TAMINES,1411,1 D2 3 G,1411
1 D2 3 G,2014-09-01,Rue du Collège 27 ,3048,1 D2 G,9999-12-31,COMMUNAUTE EDUCATIVE SAINT-JEAN-BAPTISTE (2E ET 3E DEGRES),071-77 11 07,NAMUR,49,,39,3048,Type 1 deuxième degré troisième général transition,"1,7331666695131E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5060 - SAMBREVILLE - TAMINES,189997,1 D2 3 G,189997
R D2 3 P,2014-09-01,Rue du Collège 27 ,3049,R D2 P,9999-12-31,COMMUNAUTE EDUCATIVE SAINT-JEAN-BAPTISTE,071-77 11 07,NAMUR,53,,42,3049,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666951834E+018",COIFFURE,Libre confessionnel,5060 - SAMBREVILLE - TAMINES,67912,R D2 3 P,67912
1 D2 3 P,2014-09-01,Rue des Auges 22 ,3057,1 D2 P,9999-12-31,COLLEGE SAINT-ANDRE (enseignement technique et professionnel),071-77 26 91,NAMUR,50,,42,3057,Type 1 deuxième degré troisième professionnel qualification,"1,73316666952358E+018",MECANIQUE POLYVALENTE,Libre confessionnel,5060 - SAMBREVILLE - AUVELAIS,189943,1 D2 3 P,189943
1 D2 3 G,2014-09-01,Rue des Auges 22 ,3058,1 D2 G,9999-12-31,COLLEGE SAINT-ANDRE (enseignement général),071-26 05 00,NAMUR,49,,39,3058,Type 1 deuxième degré troisième général transition,"1,73316666952673E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5060 - SAMBREVILLE - AUVELAIS,189976,1 D2 3 G,189976
1 D2 3 G,2014-09-01,Rue Gustave Docq 26 ,3071,1 D2 G,9999-12-31,ATHENEE ROYAL GEMBLOUX,081-61 14 13,NAMUR,49,,39,3071,Type 1 deuxième degré troisième général transition,"1,73316666953092E+018",LANGUE MODERNE II ANGLAIS,WBE,5030 - GEMBLOUX - GEMBLOUX,3969,1 D2 3 G,3969
1 D2 3 G,2014-09-01,Place de l'Orneau 21 ,3072,1 D2 G,9999-12-31,COLLEGE SAINT-GUIBERT (D2-D3),081-62 64 80,NAMUR,49,,39,3072,Type 1 deuxième degré troisième général transition,"1,73316666953512E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,5030 - GEMBLOUX - GEMBLOUX,189419,1 D2 3 G,189419
1 D2 3 P,2014-09-01,Rue de la madeleine 15 141,3075,1 D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE GEMBLOUX,081-62 53 90,BRUXELLES-CAPITALE,50,,42,3075,Type 1 deuxième degré troisième professionnel qualification,"1,73316666954141E+018",HORTICULTURE ET MAINTENANCE DE MATERIEL,WBE,1180 - UCCLE - UCCLE,4006,1 D2 3 P,4006
1 D2 3 P,2014-09-01,Rue Noiret 6 ,3104,1 D2 P,9999-12-31,INSTITUT SAINTE-MARIE,060-34 40 39,NAMUR,50,,42,3104,Type 1 deuxième degré troisième professionnel qualification,"1,7331666695498E+018",CUISINE ET SALLE,Libre confessionnel,5660 - COUVIN - PESCHE,190075,1 D2 3 P,190075
1 D2 3 G,2014-09-01,La Croisette 1 ,3107,1 D2 G,9999-12-31,ATHENEE ROYAL JEAN REY,060-34 46 74,NAMUR,49,,39,3107,Type 1 deuxième degré troisième général transition,"1,73316666955923E+018",LANGUE MODERNE II ANGLAIS,WBE,5660 - COUVIN - COUVIN,2392,1 D2 3 G,2392
1 D2 3 G,2014-09-01,Rue des Ecoles 21 ,3117,1 D2 G,9999-12-31,ATHENEE ROYAL FLORENNES,071-68 83 23,NAMUR,49,,39,3117,Type 1 deuxième degré troisième général transition,"1,73316666956553E+018",LANGUE MODERNE II ANGLAIS,WBE,5620 - FLORENNES - FLORENNES,173,1 D2 3 G,173
R D2 3 P,2014-09-01,Rue des Ecoles 19 ,3120,R D2 P,9999-12-31,INSTITUT SAINTS-PIERRE ET PAUL,071-68 86 75,NAMUR,53,,42,3120,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666957287E+018",CUISINE ET SALLE,Libre confessionnel,5620 - FLORENNES - FLORENNES,189119,R D2 3 P,189119
1 D2 3 G,2014-09-01,Avenue de Samart 2 B ,3131,1 D2 G,9999-12-31,"ATHENEE ROYAL ""JEAN ROSTAND"" DE PHILIPPEVILLE",071-66 69 57,NAMUR,49,,39,3131,Type 1 deuxième degré troisième général transition,"1,73316666958755E+018",LANGUE MODERNE II ANGLAIS,WBE,5600 - PHILIPPEVILLE - PHILIPPEVILLE,2445,1 D2 3 G,2445
R D2 3 P,2014-09-01,Rue Eglise Saint-Philippe 10 A ,3132,R D2 P,9999-12-31,Institut Notre-Dame,071-66 61 61,NAMUR,53,,42,3132,C.E.F.A. deuxième degré troisième professionnel qualification,"1,73316666959279E+018",VENTE,Libre confessionnel,5600 - PHILIPPEVILLE - PHILIPPEVILLE,190131,R D2 3 P,190131
1 D2 3 P,2014-09-01,Pl Nouveau Marché Grains 24 ,3152,1 D2 P,9999-12-31,INSTITUT DE MOT-COUVREUR,02-505 59 00,BRUXELLES-CAPITALE,50,,42,3152,Type 1 deuxième degré troisième professionnel qualification,"1,73316666959698E+018",SERVICES SOCIAUX,Subventionné communal,1000 - BRUXELLES - BRUXELLES,180411,1 D2 3 P,180411
1 D2 3 G,2014-09-01,Rue de la Procession 78 ,3156,1 D2 G,9999-12-31,ATHENEE JOSEPH BRACOPS,02-431 94 01,BRUXELLES-CAPITALE,49,,39,3156,Type 1 deuxième degré troisième général transition,"1,73316666960013E+018",LANGUE MODERNE I NEERLANDAIS,Subventionné communal,1070 - ANDERLECHT - ANDERLECHT,179801,1 D2 3 G,179801
1 D2 3 P,2014-09-01,Rue du Général Bertrand 14 ,3157,1 D2 P,9999-12-31,Centre d'enseignement libre S2J - Institut Saint-Sépulcre,04-226 04 66,LIEGE,50,,42,3157,Type 1 deuxième degré troisième professionnel qualification,"1,73316666960118E+018",SERVICES SOCIAUX,Libre confessionnel,4000 - LIEGE - LIEGE,186981,1 D2 3 P,186981
1 D2 3 G,2014-09-01,Place de Jamblinne de Meux 14 ,3158,1 D2 G,9999-12-31,INSTITUT DE LA VIERGE FIDELE,02-736 84 97,BRUXELLES-CAPITALE,49,,39,3158,Type 1 deuxième degré troisième général transition,"1,73316666960537E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,1030 - SCHAERBEEK - SCHAERBEEK,181329,1 D2 3 G,181329
1 D2 3 G,2014-09-01,Quai aux Huîtres 31 ,3192,1 D2 G,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,010-22 33 76,BRABANT WALLON,49,,39,3192,Type 1 deuxième degré troisième général transition,"1,73316666960747E+018",LANGUE MODERNE I NEERLANDAIS,Subventionné provincial,1300 - WAVRE - WAVRE,182391,1 D2 3 G,182391
1 D2 3 P,2014-09-01,Avenue Emile Gryson 1 ,3198,1 D2 P,9999-12-31,Institut Emile Gryzon,02-526 74 00,BRUXELLES-CAPITALE,50,,42,3198,Type 1 deuxième degré troisième professionnel qualification,"1,73316666961481E+018",CUISINE ET SALLE,COCOF,1070 - ANDERLECHT - ANDERLECHT,179750,1 D2 3 P,179750
1 D2 3 P,2014-09-01,Chaussée de Tournai 7 ,3206,1 D2 P,9999-12-31,INSTITUT SAINT-LUC,069-25 03 50,HAINAUT,50,,42,3206,Type 1 deuxième degré troisième professionnel qualification,"1,73316666961691E+018",IMPRIMERIE,Libre confessionnel,7520 - TOURNAI - RAMEGNIES-CHIN,185324,1 D2 3 P,185324
R D2 3 P,2014-09-01,Chaussée de Valenciennes 48 ,3226,R D2 P,9999-12-31,INSTITUT TECHNIQUE DE LA COMMUNAUTE FRANCAISE RENEE JOFFROY,068-26 50 50,HAINAUT,53,,42,3226,C.E.F.A. deuxième degré troisième professionnel qualification,"1,7331666696211E+018",VENTE,WBE,7801 - ATH - IRCHONWELZ,818,R D2 3 P,818
1 D4 7 P,2014-09-01,Quai du Barbou 2 ,3229,1 D4 P,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE PARAMEDICAL DE LIEGE-HUY-VERVIERS (E.P.S.C.),04-279 79 84,LIEGE,62,,42,3229,Type 1 quatrième degré septième professionnelle E.P.S.C. soins infirmiers,"1,73316666963054E+018",PREPARATOIRE AUX ETUDES D'INFIRMIERE OU DE NURSING,Subventionné provincial,4020 - LIEGE - LIEGE,186402,1 D4 7 P,186402
1 D2 3 G,2014-09-01,Rue De Lenglentier 6-14 ,3230,1 D2 G,9999-12-31,INSTITUT DOMINIQUE PIRE,02-511 53 22,BRUXELLES-CAPITALE,49,,39,3230,Type 1 deuxième degré troisième général transition,"1,73316666963054E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,1000 - BRUXELLES - BRUXELLES,180080,1 D2 3 G,180080
1 D2 3 TQ,2014-09-01,Avenue Victor Rousseau 75 ,3231,1 D2 TQ,9999-12-31,INSTITUT DE RADIOELECTRICITE ET CINEMATOGRAPHIE,02-340 11 00,BRUXELLES-CAPITALE,51,,40,3231,Type 1 deuxième degré troisième technique qualification,"1,73316666963263E+018",ELECTROMECANIQUE,Libre non confessionnel,1190 - FOREST - FOREST,180605,1 D2 3 TQ,180605
1 D2 3 TQ,2014-09-01,Rue d'Irlande 57 ,3232,1 D2 TQ,9999-12-31,INSTITUT SAINT-LUC,02-537 08 70,BRUXELLES-CAPITALE,51,,40,3232,Type 1 deuxième degré troisième technique qualification,"1,73316666963368E+018",TECHNIQUES ARTISTIQUES,Libre confessionnel,1060 - SAINT-GILLES - SAINT-GILLES,181054,1 D2 3 TQ,181054
1 D2 3 P,2014-09-01,Boulevard Léopold 63 ,3236,1 D2 P,9999-12-31,INSTITUT DON BOSCO,069-89 18 18,HAINAUT,50,,42,3236,Type 1 deuxième degré troisième professionnel qualification,"1,73316666963473E+018",ELECTRICITE,Libre confessionnel,7500 - TOURNAI - TOURNAI,185419,1 D2 3 P,185419
1 D2 3 G,2014-09-01,Rue de la Croix 40 ,4809,1 D2 G,9999-12-31,ATHENEE ROYAL D'IXELLES,02-626 96 30,BRUXELLES-CAPITALE,49,,39,4809,Type 1 deuxième degré troisième général transition,"1,73316666964207E+018",LANGUE MODERNE II ANGLAIS,WBE,1050 - IXELLES - IXELLES,1859,1 D2 3 G,1859
