RESEAU,NUMERO_FASE_PO,NOM_PO,ADRS_PO,CP_LOC_COM_PO,NUMERO_FASE_ETAB,NOM_ETAB,ADRS_ETAB,CP_LOC_COM_ETAB,PROV_ETAB,CARACTERE,CONFESSION,QUALITE_DIRECTEUR_ETAB,NOM_DIRECTEUR_ETAB,PRENOM_DIRECTEUR_ETAB,NUMERO_FASE_IMPL,DT_DEBUT,DT_FIN,NOM_IMPL,ADRS_IMPL,CP_LOC_COM_IMPL,UNITE,NUMERO_FASE_IMPL_ETAB
Subventionné provincial                                     ,1299,Province de Liège - Direction générale de la Formation,Rue du Commerce 14 ,4100 - SERAING - SERAING,2339,ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,Rue aux Laines 69 ,4800 - VERVIERS - VERVIERS,LIEGE                                                       ,Non confessionnel                                 ,,Madame                                                                                              ,Vanoirbeck                    ,Dominique                     ,4684,1900-01-01,,4684,Rue aux Laines 69 ,4800 - VERVIERS - VERVIERS,Secondaire CEFA                                             ,4684-2339
Subventionné provincial                                     ,1299,Province de Liège - Direction générale de la Formation,Rue du Commerce 14 ,4100 - SERAING - SERAING,2339,ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,Rue aux Laines 69 ,4800 - VERVIERS - VERVIERS,LIEGE                                                       ,Non confessionnel                                 ,,Madame                                                                                              ,Vanoirbeck                    ,Dominique                     ,4685,1900-01-01,,4685,Rue aux Laines 69 ,4800 - VERVIERS - VERVIERS,Secondaire ordinaire                                        ,4685-2339
Subventionné provincial                                     ,1299,Province de Liège - Direction générale de la Formation,Rue du Commerce 14 ,4100 - SERAING - SERAING,2339,ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,Rue aux Laines 69 ,4800 - VERVIERS - VERVIERS,LIEGE                                                       ,Non confessionnel                                 ,,Madame                                                                                              ,Vanoirbeck                    ,Dominique                     ,6341,2002-09-01,,6341,Rue de Mangombroux 153 ,4800 - VERVIERS - VERVIERS,Secondaire ordinaire                                        ,6341-2339
Subventionné provincial                                     ,1299,Province de Liège - Direction générale de la Formation,Rue du Commerce 14 ,4100 - SERAING - SERAING,2339,ECOLE POLYTECHNIQUE DE VERVIERS - ENSEIGNEMENT DE LA PROVINCE DE LIEGE,Rue aux Laines 69 ,4800 - VERVIERS - VERVIERS,LIEGE                                                       ,Non confessionnel                                 ,,Madame                                                                                              ,Vanoirbeck                    ,Dominique                     ,8308,2007-01-01,,8308,Rue de Mangombroux 153 ,4800 - VERVIERS - VERVIERS,Secondaire CEFA                                             ,8308-2339
Libre confessionnel                                         ,641,"Ecole professionnelle, pouvoir organisateur",Rue Florent Dethier 31 ,5002 - NAMUR - SAINT-SERVAIS,2974,ECOLE PROFESSIONNELLE,Rue Florent Dethier 31 ,5002 - NAMUR - SAINT-SERVAIS,NAMUR                                                       ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Jallet                        ,Martine                       ,5910,1900-01-01,,5910,Rue Florent Dethier 31 ,5002 - NAMUR - SAINT-SERVAIS,Secondaire ordinaire                                        ,5910-2974
Libre confessionnel                                         ,641,"Ecole professionnelle, pouvoir organisateur",Rue Florent Dethier 31 ,5002 - NAMUR - SAINT-SERVAIS,2974,ECOLE PROFESSIONNELLE,Rue Florent Dethier 31 ,5002 - NAMUR - SAINT-SERVAIS,NAMUR                                                       ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,Jallet                        ,Martine                       ,5911,1900-01-01,,5911,Rue Asty-Moulin 19 ,5000 - NAMUR - NAMUR,Secondaire CEFA                                             ,5911-2974
Libre confessionnel                                         ,76,Ecoles fondamentale et professionnelles d'Enseignement spécialisé Reumonjoie / Clair Val,Chemin de Reumont 143 ,5020 - NAMUR - MALONNE,2981,Ecole Professionnelle d'Enseignement Spécialisé « Reumonjoie / Clair Val »,Chemin de Reumont 143 ,5020 - NAMUR - MALONNE,NAMUR                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,HERMIE                        ,Stéphane                      ,5923,2011-09-01,,CLAIR VAL ECOLE D'ENS PROFESSIONNEL SPECIALISE LIBRE,Rue de la Sapinette 43 ,5020 - NAMUR - SUARLEE,Secondaire spécialisé                                       ,5923-2981
Libre confessionnel                                         ,76,Ecoles fondamentale et professionnelles d'Enseignement spécialisé Reumonjoie / Clair Val,Chemin de Reumont 143 ,5020 - NAMUR - MALONNE,2981,Ecole Professionnelle d'Enseignement Spécialisé « Reumonjoie / Clair Val »,Chemin de Reumont 143 ,5020 - NAMUR - MALONNE,NAMUR                                                       ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,HERMIE                        ,Stéphane                      ,5919,1900-01-01,,ECOLE PROFES. D'ENSEIGN. SPECIALISE                         ,Chemin de Reumont 143 ,5020 - NAMUR - MALONNE,Secondaire spécialisé                                       ,5919-2981
Libre confessionnel                                         ,18,Enseignement spécialisé Les Castors,Boulevard de Froidmont 10 ,4020 - LIEGE - LIEGE,1829,Ecole professionnelle d'enseignement spécialisé libre,Rue du Zoning 120 ,4430 - ANS - ANS,LIEGE                                                       ,Confessionnel                                     ,Catholique                                        ,Madame                                                                                              ,THONON                        ,Christine                     ,3639,1900-01-01,,LES CASTORS ANS                                             ,Rue du Zoning 120 ,4430 - ANS - ANS,Secondaire spécialisé                                       ,3639-1829
Libre confessionnel                                         ,252,La Cime,Rue de Mérode 398-400 ,1190 - FOREST - FOREST,300,"Ecole professionnelle d'enseignement spécialisé libre ""La Cime""",Rue de Mérode 398-400 ,1190 - FOREST - FOREST,BRUXELLES-CAPITALE                                          ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,WATTERMAN                     ,CHRISTIAN                     ,8939,2003-09-01,,LA CIME                                                     ,Rue de Mérode 398-400 ,1190 - FOREST - FOREST,Secondaire spécialisé                                       ,8939-300
Libre confessionnel                                         ,252,La Cime,Rue de Mérode 398-400 ,1190 - FOREST - FOREST,300,"Ecole professionnelle d'enseignement spécialisé libre ""La Cime""",Rue de Mérode 398-400 ,1190 - FOREST - FOREST,BRUXELLES-CAPITALE                                          ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,WATTERMAN                     ,CHRISTIAN                     ,7258,2000-09-01,,LA CIME II                                                  ,Rue Jean-Baptiste Stouffs 18 ,1332 - RIXENSART - GENVAL,Secondaire spécialisé                                       ,7258-300
Libre confessionnel                                         ,252,La Cime,Rue de Mérode 398-400 ,1190 - FOREST - FOREST,300,"Ecole professionnelle d'enseignement spécialisé libre ""La Cime""",Rue de Mérode 398-400 ,1190 - FOREST - FOREST,BRUXELLES-CAPITALE                                          ,Confessionnel                                     ,Catholique                                        ,Monsieur                                                                                            ,WATTERMAN                     ,CHRISTIAN                     ,10683,2019-09-01,,La Cime III,Avenue Paul Stroobant 41 A,1180 - UCCLE - UCCLE,Secondaire spécialisé                                       ,10683-300
Libre non confessionnel                                     ,150,Centre d'adaptation pédagogique et sociale,Rue du Loutrier 75 ,1170 - WATERMAEL-BOITSFORT - WATERMAEL-BOITSFORT,495,"Ecole professionnelle d'enseignement spécialisé libre ""La Clairière""",Avenue des Hannetons 58 ,1170 - WATERMAEL-BOITSFORT - WATERMAEL-BOITSFORT,BRUXELLES-CAPITALE                                          ,Non confessionnel                                 ,,Monsieur                                                                                            ,CARON                         ,ALAIN                         ,913,1900-01-01,,LA CLAIRIERE                                                ,Avenue des Hannetons 58 ,1170 - WATERMAEL-BOITSFORT - WATERMAEL-BOITSFORT,Secondaire spécialisé                                       ,913-495
