"NS_PE_ID","NS_HABI_ID","CO_PE_ETAB","TE_OPTION","NS_OBJ_ACA_ID_APP"
7786,2902,"310",Bachelier en Construction,3394
7787,2903,"311",Bachelier en Construction,3393
7788,2903,"311",Bachelier en Construction,3394
7789,2904,"312",Bachelier en Construction,3393
7790,2904,"312",Bachelier en Construction,3394
7791,2905,"313",Bachelier en Construction,3393
7792,2905,"313",Bachelier en Construction,3394
7793,2906,"314",Bachelier en Construction,3393
7794,2906,"314",Bachelier en Construction,3394
7795,2907,"315",Bachelier en Construction,3393
7796,2907,"315",Bachelier en Construction,3394
7797,2908,"316",Bachelier en Construction,3393
7798,2908,"316",Bachelier en Construction,3394
7799,2909,"317",Bachelier en Dessin des constructions mécaniques et métalliques,3393
7800,2909,"317",Bachelier en Dessin des constructions mécaniques et métalliques,3394
7801,2910,"318",Bachelier en Dessin des constructions mécaniques et métalliques,3393
7802,2910,"318",Bachelier en Dessin des constructions mécaniques et métalliques,3394
7803,2911,"319",Bachelier en Dessin des constructions mécaniques et métalliques,3393
7804,2911,"319",Bachelier en Dessin des constructions mécaniques et métalliques,3394
7805,2912,"320",Bachelier en Dessin des constructions mécaniques et métalliques,3393
7806,2912,"320",Bachelier en Dessin des constructions mécaniques et métalliques,3394
7807,2913,"321",Bachelier en publicité,3393
7808,2913,"321",Bachelier en publicité,3394
7809,2914,"322",Bachelier en Scénographie,3393
7810,2914,"322",Bachelier en Scénographie,3394
7811,2915,"323",Bachelier en Stylisme de mode,3393
7812,2915,"323",Bachelier en Stylisme de mode,3394
7813,2916,"324",Bachelier en Stylisme de mode,3393
7814,2916,"324",Bachelier en Stylisme de mode,3394
7815,2917,"325",Master en Sciences de l'Ingénieur industriel-orientation: électronique,3393
7816,2917,"325",Master en Sciences de l'Ingénieur industriel-orientation: électronique,3394
7817,2918,"326",Master en Sciences de l'Ingénieur industriel-orientation: électronique,3393
7818,2918,"326",Master en Sciences de l'Ingénieur industriel-orientation: électronique,3394
7819,2919,"327",Master en Sciences de l'Ingénieur industriel-orientation: électromécanique,3393
7820,2919,"327",Master en Sciences de l'Ingénieur industriel-orientation: électromécanique,3394
7821,2920,"328",Master en Sciences de l'Ingénieur industriel-orientation: électromécanique,3393
7822,2920,"328",Master en Sciences de l'Ingénieur industriel-orientation: électromécanique,3394
7823,2921,"329",Master en Sciences de l'Ingénieur industriel-orientation: électromécanique,3393
7824,2921,"329",Master en Sciences de l'Ingénieur industriel-orientation: électromécanique,3394
7825,2922,"330",Master en Sciences de l'Ingénieur industriel-orientation: chimie,3393
7826,2922,"330",Master en Sciences de l'Ingénieur industriel-orientation: chimie,3394
7827,2923,"331",Master en Sciences de l'Ingénieur industriel-orientation: chimie,3393
7828,2923,"331",Master en Sciences de l'Ingénieur industriel-orientation: chimie,3394
7829,2924,"332",Master en Urbanisme et Aménagement du territoire,3393
7830,2924,"332",Master en Urbanisme et Aménagement du territoire,3394
7831,2925,"333",Spécialisation en expertise comptable et fiscale,3393
7832,2925,"333",Spécialisation en expertise comptable et fiscale,3394
7833,2926,"334",Spécialisation en expertise comptable et fiscale,3393
7834,2926,"334",Spécialisation en expertise comptable et fiscale,3394
7835,2927,"335",Spécialisation en expertise comptable et fiscale,3393
7836,2927,"335",Spécialisation en expertise comptable et fiscale,3394
7837,2928,"336",Spécialisation en expertise comptable et fiscale,3393
7838,2928,"336",Spécialisation en expertise comptable et fiscale,3394
7839,2929,"337",Spécialisation en expertise comptable et fiscale,3393
7840,2929,"337",Spécialisation en expertise comptable et fiscale,3394
7841,2930,"338",Spécialisation en sciences fiscales,3393
7842,2930,"338",Spécialisation en sciences fiscales,3394
7843,2931,"339",Spécialisation en sciences fiscales,3393
7844,2931,"339",Spécialisation en sciences fiscales,3394
7845,2932,"340",Spécialisation en sciences fiscales,3393
7846,2932,"340",Spécialisation en sciences fiscales,3394
7847,2933,"341",Spécialisation de cadre du secteur non-marchand,3393
7848,2933,"341",Spécialisation de cadre du secteur non-marchand,3394
7849,2934,"342",Spécialisation de cadre du secteur non-marchand,3393
7850,2934,"342",Spécialisation de cadre du secteur non-marchand,3394
7851,2935,"343",Spécialisation de cadre du secteur non-marchand,3393
7852,2935,"343",Spécialisation de cadre du secteur non-marchand,3394
7853,2936,"344",Spécialisation de cadre du secteur non-marchand,3393
7854,2936,"344",Spécialisation de cadre du secteur non-marchand,3394
7855,2938,"346",Spécialisation en psychopathologie ,3393
7856,2938,"346",Spécialisation en psychopathologie ,3394
7857,2939,"347",Spécialisation d'intervenant en thérapie familiale systémique,3393
7858,2939,"347",Spécialisation d'intervenant en thérapie familiale systémique,3394
7861,2941,"349",Spécialisation en intervention systémique et travail social,3393
7862,2941,"349",Spécialisation en intervention systémique et travail social,3394
7863,2942,"350",Spécialisation en intervention systémique et travail social,3393
7864,2942,"350",Spécialisation en intervention systémique et travail social,3394
7865,2943,"351",Spécialisation de médiateur,3393
7866,2943,"351",Spécialisation de médiateur,3394
7867,2944,"352",Spécialisation de médiateur,3393
7868,2944,"352",Spécialisation de médiateur,3394
7869,2945,"353",Spécialisation de médiateur,3393
7870,2945,"353",Spécialisation de médiateur,3394
7871,2946,"354",Spécialisation de médiateur,3393
7872,2946,"354",Spécialisation de médiateur,3394
7873,2947,"355",Spécialisation en gérontologie,3393
7874,2947,"355",Spécialisation en gérontologie,3394
7875,2948,"356",Spécialisation de cadre de santé,3393
7876,2948,"356",Spécialisation de cadre de santé,3394
7877,2949,"357",Spécialisation de cadre de santé,3393
7878,2949,"357",Spécialisation de cadre de santé,3394
7879,2950,"358",Spécialisation de cadre de santé,3393
7880,2950,"358",Spécialisation de cadre de santé,3394
7881,2951,"359",Spécialisation de cadre de santé,3393
7882,2951,"359",Spécialisation de cadre de santé,3394
7883,2952,"360",Spécialisation de cadre de santé,3393
7884,2952,"360",Spécialisation de cadre de santé,3394
7885,2953,"361",Spécialisation de cadre de santé,3393
7886,2953,"361",Spécialisation de cadre de santé,3394
7887,2954,"362",Spécialisation : Conseiller en environnement,3393
7888,2954,"362",Spécialisation : Conseiller en environnement,3394
7889,2955,"363",Spécialisation : Conseiller en environnement,3393
7890,2955,"363",Spécialisation : Conseiller en environnement,3394
7891,2956,"364",Spécialisation : Conseiller en environnement,3393
7892,2956,"364",Spécialisation : Conseiller en environnement,3394
7893,2937,"345",Spécialisation en gestion d'entreprise d'économie sociale,3393
7894,2937,"345",Spécialisation en gestion d'entreprise d'économie sociale,3394
8461,2961,"1",Agrégation de l'Enseignement Secondaire Supérieur,3393
8485,2963,"1","687 - Master en arts du spectacle et techniques de diffusion et de communication : interprétation dramatique",3394
8704,546,"1","Master : ingénieur civil mécanicien, à finalité spécialisée en Conception et production",3393
9035,783,"3246","Master en sciences et gestion de l'environnement, à finalité spécialisée",3393
9036,783,"3247","Master en sciences et gestion de l'environnement, à finalité spécialisée en sciences de l'environnement",3393
9037,783,"3248","Master en sciences et gestion de l'environnement, à finalité spécialisée en gestion de l'environnement",3393
9038,783,"2294","Master en sciences et gestion de l'environnement, à finalité spécialisée en monitoring environnemental",3393
9039,783,"2295","Master en sciences et gestion de l'environnement, à finalité spécialisée en interfaces sociétés-environnements",3393
9040,783,"2417","Master en sciences et gestion de l'environnement, à finalité spécialisée en pays en développement",3393
9041,783,"2416","Master en sciences et gestion de l'environnement, à finalité spécialisée en gestion intégrée des ressources en eau",3393
9042,783,"2415","Master en sciences et gestion de l'environnement, à finalité spécialisée en énergies renouvelables",3393
9162,44,E1ADLG,Bachelier : assistant(e) de direction - option : langues et gestion,3393
9197,2965,"1","1211 - Certificat d'Université en Interprétation en contexte juridique : milieu judiciaire et secteur des demandes d'asile",3393
9198,2966,"2","1212 - Certificat d'Université - Spécialisation en phonétique et psycholinguistique cliniques",3393
9217,2969,"1215","1215 - Certificat d'Université d'Executive Master en Management de l'Innovation",3393
9218,2968,"1214","1214 - Certificat d'Université - Spécialisation en méthodologie de l'immersion linguistique",3393
9219,2967,"1213","1213 - Certificat d'Université - Spécialisation en pédagogie de l'oral pour l'enseignement-apprentissage des langues étrangères",3393
9220,2970,"1216","1216 - Certificat d'Université en Intelligence artificielle",3393
9221,2971,"1217","1217 - Certificat d'Université de bases en économie",3393
9223,2973,"1219","1219 - Certificat d'Université en stratégies financières",3393
9224,2974,"1220","1220 - Certificat d'Université de bases en management et marketing",3393
9225,2975,"1221","1221 - Certificat d'Université en stratégie en management et marketing",3393
9226,2976,"1222","1222 - Certificat d'Université en audit",3393
9227,2977,"1223","1223 - Certificat d'Université en management des ressources humaines",3393
9228,2978,"1224","1224 - Certificat d'Université en marketing",3393
9229,2979,"1225","1225 - Certificat d'Université en finance",3393
9230,2980,"1226","1226 - Certificat d'Université en management du non-marchand",3393
9231,2981,"1227","1227 - Certificat d'Université en finances publiques et fiscalité",3393
9232,2982,"1228","1228 - Certificat d'Université en management environnemental",3393
9233,2983,"1229","1229 - Certificat d'Université en entrepreneuriat et gestion d'entreprise",3393
9234,2984,"1230","1230 - Certificat d'Université en gestion internationale",3393
9235,2985,"1231","1231 - Certificat d'Université d'Executive Master en e-Entrepreneurship",3393
9236,2986,"1232","1232 - Certificat d'Université en Orthopédagogie Clinique",3393
9237,2987,"1233","1233 - Certificat d'Université en Psychothérapie Emotivo-Cognitivo-Comportementale",3393
9238,2988,"1234","1234 - Certificat d'Université en approche neuropsychologique et logopédique des troubles des apprentissages scolaires de l'enfant et de l'adolescent",3393
9239,2989,"1235","1235 - Certificat d'Université en médiation (médiation familiale; médiation civile; médiation commerciale et sociale)",3393
9240,2990,"1236","1236 - Certificat en didactique du cours de philosophie et de la citoyenneté",3393
9979,824,SOC-BBIB,Bachelier : bibliothécaire-documentaliste,3393
9980,825,SOC-CCOM,Bachelier en communication,3393
9981,826,SOC-MMUL,Bachelier en écriture multimédia,3393
9982,827,SOC-SSOC,Bachelier : assistant social,3393
9983,828,SOC-GGRH,Bachelier en gestion des ressources humaines,3393
9984,829,ECO-DDRT,Bachelier en droit,3393
9985,830,ECO-CCEX,Bachelier en commerce extérieur,3393
9986,831,ECO-COMB,"Bachelier en comptabilité, option banque et finance",3393
9987,831,ECO-COMF,"Bachelier en comptabilité, option fiscalité",3393
9988,831,ECO-COMG,"Bachelier en comptabilité, option gestion",3393
9989,832,ECO-EE_B,Bachelier en e-business,3393
9990,833,ECO-MMKT,Bachelier en marketing,3393
9991,834,ECO-GSERVG,Master en gestion des services généraux,3393
9992,835,PED-D_AESI,"Bachelier : agrégé de l'enseignement secondaire inférieur, orientation éducation physique",3393
9993,836,SOC-PSYC,"Bachelier : assistant en psychologie, option clinique",3393
9994,836,SOC-PSYP,"Bachelier : assistant en psychologie, option psychopédagogie et psychomotricité",3393
9995,836,SOC-PSYT,"Bachelier : assistant en psychologie, option psychologie du travail et orientation professionnelle",3393
9996,837,PED-EEDU,Bachelier : éducateur spécialisé en accompagnement psycho-éducatif,3393
9997,838,PARA-D_LOGO,Bachelier en logopédie,3393
9998,839,PARA-D_SLOGO,Bachelier de spécialisation en éducation et rééducation des déficients sensoriels,3393
9999,841,PED-SSPE,Bachelier de spécialisation en psychomotricité,3393
10000,842,PARA-D_DIET,Bachelier en diététique,3393
10001,843,PARA-D_GBMCC,"Bachelier : technologue de laboratoire médical, option chimie clinique",3393
10002,843,PARA-D_GBMCY,"Bachelier : technologue de laboratoire médical, option ccytologie",3393
10003,844,PARA-D_SGBM,Bachelier de spécialisation en biotechnologies médicales et pharmaceutiques,3393
10004,845,PARA-D_SDIET,Bachelier de spécialisation en diététique sportive,3393
10005,846,PARA-D_BSI,Bachelier en soins infirmiers,3393
10006,847,PARA-D_BSIRESP,Bachelier : infirmier responsable de soins généraux ,3393
10007,848,PARA-D_SF,Bachelier : sage-femme,3393
10008,849,PARA-D_TIM,Bachelier : technologue en imagerie médicale,3393
10009,850,PARA-D_SONCO,Bachelier de spécialisation en oncologie,3393
10010,851,PARA-D_SNEONAT,Bachelier de spécialisation en pédiatrie et néonatologie,3393
10011,852,PARA-D_SALDOP,Bachelier de spécialisation en soins péri-opératoires,3393
10012,853,PARA-D_STECOM,Bachelier de spécialisation en santé communautaire,3393
10013,854,PARA-D_SPSY,Bachelier de spécialisation en santé mentale et psychiatrie,3393
10014,855,PARA-D_SIAMU,Bachelier de spécialisation en soins intensifs et aide médicale urgente,3393
10015,856,PARA-D_SGERIA,Bachelier de spécialisation interdisciplinaire en gériatrie et psychogériatrie,3393
10016,857,PARA-D_ERGO,Bachelier en ergothérapie,3393
10017,858,PARA-D_KINE,Bachelier en kinésithérapie,3393
10018,859,PARA-D_MKINE,Master en kinésithérapie,3393
10019,860,ECO-INF0,Bachelier en informatique de gestion,3393
10020,861,TECH-INDU,"Bachelier en informatique et systèmes, orientation informatique industrielle",3393
10021,862,TECH-RESE,"Bachelier en informatique et systèmes, orientation réseaux et télécommunications",3393
10022,864,AGRO-AIBT,"Bachelier en agronomie, orientation agro-industries et biotechnologies",3393
10023,865,AGRO-ENVI,"Bachelier en agronomie, orientation environnement",3393
10024,866,AGRO-FNAT,"Bachelier en agronomie, orientation forêt et nature",3393
10025,867,AGRO-TGAG,"Bachelier en agronomie, orientation techniques et gestion agricoles",3393
